01132B3D2CR0000060000031,PVM-000086H03
01135B2D7CRC20000B000031,C35-0000125170
01135B2D7CQC20000B000031,C35-0025125170
01135B2D7CPC20000B000031,C35-0050125170
01135B2D7CNC20000B000031,C35-0075125170
01135B2D7CMC20000B000031,C35-0100125170
01135B2D7CLC20000B000031,C35-0125125170
01135B2D7CKC20000B000031,C35-0150125170
01135B2D7CJC20000B000031,C35-0175125170
01135B2D7CHC20000B000031,C35-0200125170
01135B2D7CGC20000B000031,C35-0225125170
01135B2D7CFC20000B000031,C35-0250125170
01135B2D7CEC20000B000031,C35-0275125170
01135B2D7CDC20000B000031,C35-0300125170
01135B2D7CBC20000B000031,C35-0325125170
01135B2D7CAC20000B000031,C35-0350125170
01135B2D7BZC20000B000031,C35-0375125170
01135B2D7BYC20000B000031,C35-0400125170
01135B2D7BXC20000B000031,C35-0425125170
01135B2D7BWC20000B000031,C35-0450125170
01135B2D7BVC20000B000031,C35-0475125170
01135B2D7BUC20000B000031,C35-0500125170
01135B2D7BTC20000B000031,C35-0525125170
01135B2D7BSC20000B000031,C35-0550125170
01135B2D7BRC20000B000031,C35-0575125170
01135B2D7BQC20000B000031,C35-0600125170
01135B2D7BNC20000B000031,C35-0650125170
01135B2D7BLC20000B000031,C35-0700125170
01135B2D7BJC20000B000031,C35-0750125170
01135B2D7BGC20000B000031,C35-0800125170
01135B2D7BEC20000B000031,C35-0850125170
01135B2D7BCC20000B000031,C35-0900125170
01135B2D7CRC30000B000031,C35-0000175170
01135B2D7CQC30000B000031,C35-0025175170
01135B2D7CPC30000B000031,C35-0050175170
01135B2D7CNC30000B000031,C35-0075175170
01135B2D7CMC30000B000031,C35-0100175170
01135B2D7CLC30000B000031,C35-0125175170
01135B2D7CKC30000B000031,C35-0150175170
01135B2D7CJC30000B000031,C35-0175175170
01135B2D7CHC30000B000031,C35-0200175170
01135B2D7CGC30000B000031,C35-0225175170
01135B2D7CFC30000B000031,C35-0250175170
01135B2D7CEC30000B000031,C35-0275175170
01135B2D7CDC30000B000031,C35-0300175170
01135B2D7CBC30000B000031,C35-0325175170
01135B2D7CAC30000B000031,C35-0350175170
01135B2D7BZC30000B000031,C35-0375175170
01135B2D7BYC30000B000031,C35-0400175170
01135B2D7BXC30000B000031,C35-0425175170
01135B2D7BWC30000B000031,C35-0450175170
01135B2D7BVC30000B000031,C35-0475175170
01135B2D7BUC30000B000031,C35-0500175170
01135B2D7BTC30000B000031,C35-0525175170
01135B2D7BSC30000B000031,C35-0550175170
01135B2D7BRC30000B000031,C35-0575175170
01135B2D7BQC30000B000031,C35-0600175170
01135B2D7BNC30000B000031,C35-0650175170
01135B2D7BLC30000B000031,C35-0700175170
01135B2D7BJC30000B000031,C35-0750175170
01135B2D7BGC30000B000031,C35-0800175170
01135B2D7BEC30000B000031,C35-0850175170
01135B2D7BCC30000B000031,C35-0900175170
01135B2D7CRC40000B000031,C35-0000225170
01135B2D7CQC40000B000031,C35-0025225170
01135B2D7CPC40000B000031,C35-0050225170
01135B2D7CNC40000B000031,C35-0075225170
01135B2D7CMC40000B000031,C35-0100225170
01135B2D7CLC40000B000031,C35-0125225170
01135B2D7CKC40000B000031,C35-0150225170
01135B2D7CJC40000B000031,C35-0175225170
01135B2D7CHC40000B000031,C35-0200225170
01135B2D7CGC40000B000031,C35-0225225170
01135B2D7CFC40000B000031,C35-0250225170
01135B2D7CEC40000B000031,C35-0275225170
01135B2D7CDC40000B000031,C35-0300225170
01135B2D7CBC40000B000031,C35-0325225170
01135B2D7CAC40000B000031,C35-0350225170
01135B2D7BZC40000B000031,C35-0375225170
01135B2D7BYC40000B000031,C35-0400225170
01135B2D7BXC40000B000031,C35-0425225170
01135B2D7BWC40000B000031,C35-0450225170
01135B2D7BVC40000B000031,C35-0475225170
01135B2D7BUC40000B000031,C35-0500225170
01135B2D7BTC40000B000031,C35-0525225170
01135B2D7BSC40000B000031,C35-0550225170
01135B2D7BRC40000B000031,C35-0575225170
01135B2D7BQC40000B000031,C35-0600225170
01135B2D7BNC40000B000031,C35-0650225170
01135B2D7BLC40000B000031,C35-0700225170
01135B2D7BJC40000B000031,C35-0750225170
01135B2D7BGC40000B000031,C35-0800225170
01135B2D7BEC40000B000031,C35-0850225170
01135B2D7BCC40000B000031,C35-0900225170
01135B2D7CRC70000B000031,C35-0000275170
01135B2D7CQC70000B000031,C35-0025275170
01135B2D7CPC70000B000031,C35-0050275170
01135B2D7CNC70000B000031,C35-0075275170
01135B2D7CMC70000B000031,C35-0100275170
01135B2D7CLC70000B000031,C35-0125275170
01135B2D7CKC70000B000031,C35-0150275170
01135B2D7CJC70000B000031,C35-0175275170
01135B2D7CHC70000B000031,C35-0200275170
01135B2D7CGC70000B000031,C35-0225275170
01135B2D7CFC70000B000031,C35-0250275170
01135B2D7CEC70000B000031,C35-0275275170
01135B2D7CDC70000B000031,C35-0300275170
01135B2D7CBC70000B000031,C35-0325275170
01135B2D7CAC70000B000031,C35-0350275170
01135B2D7BZC70000B000031,C35-0375275170
01135B2D7BYC70000B000031,C35-0400275170
01135B2D7BXC70000B000031,C35-0425275170
01135B2D7BWC70000B000031,C35-0450275170
01135B2D7BVC70000B000031,C35-0475275170
01135B2D7BUC70000B000031,C35-0500275170
01135B2D7BTC70000B000031,C35-0525275170
01135B2D7BSC70000B000031,C35-0550275170
01135B2D7BRC70000B000031,C35-0575275170
01135B2D7BQC70000B000031,C35-0600275170
01135B2D7BNC70000B000031,C35-0650275170
01135B2D7BLC70000B000031,C35-0700275170
01135B2D7BJC70000B000031,C35-0750275170
01135B2D7BGC70000B000031,C35-0800275170
01135B2D7BEC70000B000031,C35-0850275170
01135B2D7BCC70000B000031,C35-0900275170
01135B2D7CSC10000B000031,C35+0025075170
01135B2D7CTC10000B000031,C35+0050075170
01135B2D7CUC10000B000031,C35+0075075170
01135B2D7CVC10000B000031,C35+0100075170
01135B2D7CWC10000B000031,C35+0125075170
01135B2D7CYC10000B000031,C35+0150075170
01135B2D7CXC10000B000031,C35+0175075170
01135B2D7CZC10000B000031,C35+0200075170
01135B2D7DAC10000B000031,C35+0225075170
01135B2D7DBC10000B000031,C35+0250075170
01135B2D7DCC10000B000031,C35+0275075170
01135B2D7DEC10000B000031,C35+0300075170
01135B2D7DFC10000B000031,C35+0325075170
01135B2D7DGC10000B000031,C35+0350075170
01135B2D7DHC10000B000031,C35+0375075170
01135B2D7DJC10000B000031,C35+0400075170
01135B2D7DKC10000B000031,C35+0425075170
01135B2D7DLC10000B000031,C35+0450075170
01135B2D7DMC10000B000031,C35+0475075170
01135B2D7DNC10000B000031,C35+0500075170
01135B2D7DPC10000B000031,C35+0525075170
01135B2D7DQC10000B000031,C35+0550075170
01135B2D7DRC10000B000031,C35+0575075170
01135B2D7DSC10000B000031,C35+0600075170
01135B2D7CSC20000B000031,C35+0025125170
01135B2D7CTC20000B000031,C35+0050125170
01135B2D7CUC20000B000031,C35+0075125170
01135B2D7CVC20000B000031,C35+0100125170
01135B2D7CWC20000B000031,C35+0125125170
01135B2D7CYC20000B000031,C35+0150125170
01135B2D7CXC20000B000031,C35+0175125170
01135B2D7CZC20000B000031,C35+0200125170
01135B2D7DAC20000B000031,C35+0225125170
01135B2D7DBC20000B000031,C35+0250125170
01135B2D7DCC20000B000031,C35+0275125170
01135B2D7DEC20000B000031,C35+0300125170
01135B2D7DFC20000B000031,C35+0325125170
01135B2D7DGC20000B000031,C35+0350125170
01135B2D7DHC20000B000031,C35+0375125170
01135B2D7DJC20000B000031,C35+0400125170
01135B2D7DKC20000B000031,C35+0425125170
01135B2D7DLC20000B000031,C35+0450125170
01135B2D7DMC20000B000031,C35+0475125170
01135B2D7DNC20000B000031,C35+0500125170
01135B2D7DPC20000B000031,C35+0525125170
01135B2D7DQC20000B000031,C35+0550125170
01135B2D7DRC20000B000031,C35+0575125170
01135B2D7DSC20000B000031,C35+0600125170
01135B2D7CSC30000B000031,C35+0025175170
01135B2D7CTC30000B000031,C35+0050175170
01135B2D7CUC30000B000031,C35+0075175170
01135B2D7CVC30000B000031,C35+0100175170
01135B2D7CWC30000B000031,C35+0125175170
01135B2D7CYC30000B000031,C35+0150175170
01135B2D7CXC30000B000031,C35+0175175170
01135B2D7CZC30000B000031,C35+0200175170
01135B2D7DAC30000B000031,C35+0225175170
01135B2D7DBC30000B000031,C35+0250175170
01135B2D7DCC30000B000031,C35+0275175170
01135B2D7DEC30000B000031,C35+0300175170
01135B2D7DFC30000B000031,C35+0325175170
01135B2D7DGC30000B000031,C35+0350175170
01135B2D7DHC30000B000031,C35+0375175170
01135B2D7DJC30000B000031,C35+0400175170
01135B2D7DKC30000B000031,C35+0425175170
01135B2D7DLC30000B000031,C35+0450175170
01135B2D7DMC30000B000031,C35+0475175170
01135B2D7DNC30000B000031,C35+0500175170
01135B2D7DPC30000B000031,C35+0525175170
01135B2D7DQC30000B000031,C35+0550175170
01135B2D7DRC30000B000031,C35+0575175170
01135B2D7DSC30000B000031,C35+0600175170
01135B2D7CSC40000B000031,C35+0025225170
01135B2D7CTC40000B000031,C35+0050225170
01135B2D7CUC40000B000031,C35+0075225170
01135B2D7CVC40000B000031,C35+0100225170
01135B2D7CWC40000B000031,C35+0125225170
01135B2D7CYC40000B000031,C35+0150225170
01135B2D7CXC40000B000031,C35+0175225170
01135B2D7CZC40000B000031,C35+0200225170
01135B2D7DAC40000B000031,C35+0225225170
01135B2D7DBC40000B000031,C35+0250225170
01135B2D7DCC40000B000031,C35+0275225170
01135B2D7DEC40000B000031,C35+0300225170
01135B2D7DFC40000B000031,C35+0325225170
01135B2D7DGC40000B000031,C35+0350225170
01135B2D7DHC40000B000031,C35+0375225170
01135B2D7DJC40000B000031,C35+0400225170
01135B2D7DKC40000B000031,C35+0425225170
01135B2D7DLC40000B000031,C35+0450225170
01135B2D7DMC40000B000031,C35+0475225170
01135B2D7DNC40000B000031,C35+0500225170
01135B2D7DPC40000B000031,C35+0525225170
01135B2D7DQC40000B000031,C35+0550225170
01135B2D7DRC40000B000031,C35+0575225170
01135B2D7DSC40000B000031,C35+0600225170
01135B2D7CRC10000B200031,C35-0000075180
01135B2D7CQC10000B200031,C35-0025075180
01135B2D7CPC10000B200031,C35-0050075180
01135B2D7CNC10000B200031,C35-0075075180
01135B2D7CMC10000B200031,C35-0100075180
01135B2D7CLC10000B200031,C35-0125075180
01135B2D7CKC10000B200031,C35-0150075180
01135B2D7CJC10000B200031,C35-0175075180
01135B2D7CHC10000B200031,C35-0200075180
01135B2D7CGC10000B200031,C35-0225075180
01135B2D7CFC10000B200031,C35-0250075180
01135B2D7CEC10000B200031,C35-0275075180
01135B2D7CDC10000B200031,C35-0300075180
01135B2D7CBC10000B200031,C35-0325075180
01135B2D7CAC10000B200031,C35-0350075180
01135B2D7BZC10000B200031,C35-0375075180
01135B2D7BYC10000B200031,C35-0400075180
01135B2D7BXC10000B200031,C35-0425075180
01135B2D7BWC10000B200031,C35-0450075180
01135B2D7BVC10000B200031,C35-0475075180
01135B2D7BUC10000B200031,C35-0500075180
01135B2D7BTC10000B200031,C35-0525075180
01135B2D7BSC10000B200031,C35-0550075180
01135B2D7BRC10000B200031,C35-0575075180
01135B2D7BQC10000B200031,C35-0600075180
01135B2D7BNC10000B200031,C35-0650075180
01135B2D7BLC10000B200031,C35-0700075180
01135B2D7BJC10000B200031,C35-0750075180
01135B2D7BGC10000B200031,C35-0800075180
01135B2D7BEC10000B200031,C35-0850075180
01135B2D7BCC10000B200031,C35-0900075180
01135B2D7CRC20000B200031,C35-0000125180
01135B2D7CQC20000B200031,C35-0025125180
01135B2D7CPC20000B200031,C35-0050125180
01135B2D7CNC20000B200031,C35-0075125180
01135B2D7CMC20000B200031,C35-0100125180
01135B2D7CLC20000B200031,C35-0125125180
01135B2D7CKC20000B200031,C35-0150125180
01135B2D7CJC20000B200031,C35-0175125180
01135B2D7CHC20000B200031,C35-0200125180
01135B2D7CGC20000B200031,C35-0225125180
01135B2D7CFC20000B200031,C35-0250125180
01135B2D7CEC20000B200031,C35-0275125180
01135B2D7CDC20000B200031,C35-0300125180
01135B2D7CBC20000B200031,C35-0325125180
01135B2D7CAC20000B200031,C35-0350125180
01135B2D7BZC20000B200031,C35-0375125180
01135B2D7BYC20000B200031,C35-0400125180
01135B2D7BXC20000B200031,C35-0425125180
01135B2D7BWC20000B200031,C35-0450125180
01135B2D7BVC20000B200031,C35-0475125180
01135B2D7BUC20000B200031,C35-0500125180
01135B2D7BTC20000B200031,C35-0525125180
01135B2D7BSC20000B200031,C35-0550125180
01135B2D7BRC20000B200031,C35-0575125180
01135B2D7BQC20000B200031,C35-0600125180
01135B2D7BNC20000B200031,C35-0650125180
01135B2D7BLC20000B200031,C35-0700125180
01135B2D7BJC20000B200031,C35-0750125180
01135B2D7BGC20000B200031,C35-0800125180
01135B2D7BEC20000B200031,C35-0850125180
01135B2D7BCC20000B200031,C35-0900125180
01135B2D7CRC30000B200031,C35-0000175180
01135B2D7CQC30000B200031,C35-0025175180
01135B2D7CPC30000B200031,C35-0050175180
01135B2D7CNC30000B200031,C35-0075175180
01135B2D7CMC30000B200031,C35-0100175180
01135B2D7CLC30000B200031,C35-0125175180
01135B2D7CKC30000B200031,C35-0150175180
01135B2D7CJC30000B200031,C35-0175175180
01135B2D7CHC30000B200031,C35-0200175180
01135B2D7CGC30000B200031,C35-0225175180
01135B2D7CFC30000B200031,C35-0250175180
01135B2D7CEC30000B200031,C35-0275175180
01135B2D7CDC30000B200031,C35-0300175180
01135B2D7CBC30000B200031,C35-0325175180
01135B2D7CAC30000B200031,C35-0350175180
01135B2D7BZC30000B200031,C35-0375175180
01135B2D7BYC30000B200031,C35-0400175180
01135B2D7BXC30000B200031,C35-0425175180
01135B2D7BWC30000B200031,C35-0450175180
01135B2D7BVC30000B200031,C35-0475175180
01135B2D7BUC30000B200031,C35-0500175180
01135B2D7BTC30000B200031,C35-0525175180
01135B2D7BSC30000B200031,C35-0550175180
01135B2D7BRC30000B200031,C35-0575175180
01135B2D7BQC30000B200031,C35-0600175180
01135B2D7BNC30000B200031,C35-0650175180
01135B2D7BLC30000B200031,C35-0700175180
01135B2D7BJC30000B200031,C35-0750175180
01135B2D7BGC30000B200031,C35-0800175180
01135B2D7BEC30000B200031,C35-0850175180
01135B2D7BCC30000B200031,C35-0900175180
01135B2D7CRC40000B200031,C35-0000225180
01135B2D7CQC40000B200031,C35-0025225180
01135B2D7CPC40000B200031,C35-0050225180
01135B2D7CNC40000B200031,C35-0075225180
01135B2D7CMC40000B200031,C35-0100225180
01135B2D7CLC40000B200031,C35-0125225180
01135B2D7CKC40000B200031,C35-0150225180
01135B2D7CJC40000B200031,C35-0175225180
01135B2D7CHC40000B200031,C35-0200225180
01135B2D7CGC40000B200031,C35-0225225180
01135B2D7CFC40000B200031,C35-0250225180
01135B2D7CEC40000B200031,C35-0275225180
01135B2D7CDC40000B200031,C35-0300225180
01135B2D7CBC40000B200031,C35-0325225180
01135B2D7CAC40000B200031,C35-0350225180
01135B2D7BZC40000B200031,C35-0375225180
01135B2D7BYC40000B200031,C35-0400225180
01135B2D7BXC40000B200031,C35-0425225180
01135B2D7BWC40000B200031,C35-0450225180
01135B2D7BVC40000B200031,C35-0475225180
01135B2D7BUC40000B200031,C35-0500225180
01135B2D7BTC40000B200031,C35-0525225180
01135B2D7BSC40000B200031,C35-0550225180
01135B2D7BRC40000B200031,C35-0575225180
01135B2D7BQC40000B200031,C35-0600225180
01135B2D7BNC40000B200031,C35-0650225180
01135B2D7BLC40000B200031,C35-0700225180
01135B2D7BJC40000B200031,C35-0750225180
01135B2D7BGC40000B200031,C35-0800225180
01135B2D7BEC40000B200031,C35-0850225180
01135B2D7BCC40000B200031,C35-0900225180
01135B2D7CRC70000B200031,C35-0000275180
01135B2D7CQC70000B200031,C35-0025275180
01135B2D7CPC70000B200031,C35-0050275180
01135B2D7CNC70000B200031,C35-0075275180
01135B2D7CMC70000B200031,C35-0100275180
01135B2D7CLC70000B200031,C35-0125275180
01135B2D7CKC70000B200031,C35-0150275180
01135B2D7CJC70000B200031,C35-0175275180
01135B2D7CHC70000B200031,C35-0200275180
01135B2D7CGC70000B200031,C35-0225275180
01135B2D7CFC70000B200031,C35-0250275180
01135B2D7CEC70000B200031,C35-0275275180
01135B2D7CDC70000B200031,C35-0300275180
01135B2D7CBC70000B200031,C35-0325275180
01135B2D7CAC70000B200031,C35-0350275180
01135B2D7BZC70000B200031,C35-0375275180
01135B2D7BYC70000B200031,C35-0400275180
01135B2D7BXC70000B200031,C35-0425275180
01135B2D7BWC70000B200031,C35-0450275180
01135B2D7BVC70000B200031,C35-0475275180
01135B2D7BUC70000B200031,C35-0500275180
01135B2D7BTC70000B200031,C35-0525275180
01135B2D7BSC70000B200031,C35-0550275180
01135B2D7BRC70000B200031,C35-0575275180
01135B2D7BQC70000B200031,C35-0600275180
01135B2D7BNC70000B200031,C35-0650275180
01135B2D7BLC70000B200031,C35-0700275180
01135B2D7BJC70000B200031,C35-0750275180
01135B2D7BGC70000B200031,C35-0800275180
01135B2D7BEC70000B200031,C35-0850275180
01135B2D7BCC70000B200031,C35-0900275180
01135B2D7CSC10000B200031,C35+0025075180
01135B2D7CTC10000B200031,C35+0050075180
01135B2D7CUC10000B200031,C35+0075075180
01135B2D7CVC10000B200031,C35+0100075180
01135B2D7CWC10000B200031,C35+0125075180
01135B2D7CYC10000B200031,C35+0150075180
01135B2D7CXC10000B200031,C35+0175075180
01135B2D7CZC10000B200031,C35+0200075180
01135B2D7DAC10000B200031,C35+0225075180
01135B2D7DBC10000B200031,C35+0250075180
01135B2D7DCC10000B200031,C35+0275075180
01135B2D7DEC10000B200031,C35+0300075180
01135B2D7DFC10000B200031,C35+0325075180
01135B2D7DGC10000B200031,C35+0350075180
01135B2D7DHC10000B200031,C35+0375075180
01135B2D7DJC10000B200031,C35+0400075180
01135B2D7DKC10000B200031,C35+0425075180
01135B2D7DLC10000B200031,C35+0450075180
01135B2D7DMC10000B200031,C35+0475075180
01135B2D7DNC10000B200031,C35+0500075180
01135B2D7DPC10000B200031,C35+0525075180
01135B2D7DQC10000B200031,C35+0550075180
01135B2D7DRC10000B200031,C35+0575075180
01135B2D7DSC10000B200031,C35+0600075180
01135B2D7CSC20000B200031,C35+0025125180
01135B2D7CTC20000B200031,C35+0050125180
01135B2D7CUC20000B200031,C35+0075125180
01135B2D7CVC20000B200031,C35+0100125180
01135B2D7CWC20000B200031,C35+0125125180
01135B2D7CYC20000B200031,C35+0150125180
01135B2D7CXC20000B200031,C35+0175125180
01135B2D7CZC20000B200031,C35+0200125180
01135B2D7DAC20000B200031,C35+0225125180
01135B2D7DBC20000B200031,C35+0250125180
01135B2D7DCC20000B200031,C35+0275125180
01135B2D7DEC20000B200031,C35+0300125180
01135B2D7DFC20000B200031,C35+0325125180
01135B2D7DGC20000B200031,C35+0350125180
01135B2D7DHC20000B200031,C35+0375125180
01135B2D7DJC20000B200031,C35+0400125180
01135B2D7DKC20000B200031,C35+0425125180
01135B2D7DLC20000B200031,C35+0450125180
01135B2D7DMC20000B200031,C35+0475125180
01135B2D7DNC20000B200031,C35+0500125180
01135B2D7DPC20000B200031,C35+0525125180
01135B2D7DQC20000B200031,C35+0550125180
01135B2D7DRC20000B200031,C35+0575125180
01135B2D7DSC20000B200031,C35+0600125180
01135B2D7CSC30000B200031,C35+0025175180
01135B2D7CTC30000B200031,C35+0050175180
01135B2D7CUC30000B200031,C35+0075175180
01135B2D7CVC30000B200031,C35+0100175180
01135B2D7CWC30000B200031,C35+0125175180
01135B2D7CYC30000B200031,C35+0150175180
01135B2D7CXC30000B200031,C35+0175175180
01135B2D7CZC30000B200031,C35+0200175180
01135B2D7DAC30000B200031,C35+0225175180
01135B2D7DBC30000B200031,C35+0250175180
01135B2D7DCC30000B200031,C35+0275175180
01135B2D7DEC30000B200031,C35+0300175180
01135B2D7DFC30000B200031,C35+0325175180
01135B2D7DGC30000B200031,C35+0350175180
01135B2D7DHC30000B200031,C35+0375175180
01135B2D7DJC30000B200031,C35+0400175180
01135B2D7DKC30000B200031,C35+0425175180
01135B2D7DLC30000B200031,C35+0450175180
01135B2D7DMC30000B200031,C35+0475175180
01135B2D7DNC30000B200031,C35+0500175180
01135B2D7DPC30000B200031,C35+0525175180
01135B2D7DQC30000B200031,C35+0550175180
01135B2D7DRC30000B200031,C35+0575175180
01135B2D7DSC30000B200031,C35+0600175180
01135B2D7CSC40000B200031,C35+0025225180
01135B2D7CTC40000B200031,C35+0050225180
01135B2D7CUC40000B200031,C35+0075225180
01135B2D7CVC40000B200031,C35+0100225180
01135B2D7CWC40000B200031,C35+0125225180
01135B2D7CYC40000B200031,C35+0150225180
01135B2D7CXC40000B200031,C35+0175225180
01135B2D7CZC40000B200031,C35+0200225180
01135B2D7DAC40000B200031,C35+0225225180
01135B2D7DBC40000B200031,C35+0250225180
01135B2D7DCC40000B200031,C35+0275225180
01135B2D7DEC40000B200031,C35+0300225180
01135B2D7DFC40000B200031,C35+0325225180
01135B2D7DGC40000B200031,C35+0350225180
01135B2D7DHC40000B200031,C35+0375225180
01135B2D7DJC40000B200031,C35+0400225180
01135B2D7DKC40000B200031,C35+0425225180
01135B2D7DLC40000B200031,C35+0450225180
01135B2D7DMC40000B200031,C35+0475225180
01135B2D7DNC40000B200031,C35+0500225180
01135B2D7DPC40000B200031,C35+0525225180
01135B2D7DQC40000B200031,C35+0550225180
01135B2D7DRC40000B200031,C35+0575225180
01135B2D7DSC40000B200031,C35+0600225180
01135B2D7CRC10000A200031,C35-0000075010
01135B2D7CQC10000A200031,C35-0025075010
01135B2D7CPC10000A200031,C35-0050075010
01135B2D7CNC10000A200031,C35-0075075010
01135B2D7CMC10000A200031,C35-0100075010
01135B2D7CLC10000A200031,C35-0125075010
01135B2D7CKC10000A200031,C35-0150075010
01135B2D7CJC10000A200031,C35-0175075010
01135B2D7CHC10000A200031,C35-0200075010
01135B2D7CGC10000A200031,C35-0225075010
01135B2D7CFC10000A200031,C35-0250075010
01135B2D7CEC10000A200031,C35-0275075010
01135B2D7CDC10000A200031,C35-0300075010
01135B2D7CBC10000A200031,C35-0325075010
01135B2D7CAC10000A200031,C35-0350075010
01135B2D7BZC10000A200031,C35-0375075010
01135B2D7BYC10000A200031,C35-0400075010
01135B2D7BXC10000A200031,C35-0425075010
01135B2D7BWC10000A200031,C35-0450075010
01135B2D7BVC10000A200031,C35-0475075010
01135B2D7BUC10000A200031,C35-0500075010
01135B2D7BTC10000A200031,C35-0525075010
01135B2D7BSC10000A200031,C35-0550075010
01135B2D7BRC10000A200031,C35-0575075010
01135B2D7BQC10000A200031,C35-0600075010
01135B2D7BNC10000A200031,C35-0650075010
01135B2D7BLC10000A200031,C35-0700075010
01135B2D7BJC10000A200031,C35-0750075010
01135B2D7BGC10000A200031,C35-0800075010
01135B2D7BEC10000A200031,C35-0850075010
01135B2D7BCC10000A200031,C35-0900075010
01135B2D7CRC20000A200031,C35-0000125010
01135B2D7CQC20000A200031,C35-0025125010
01135B2D7CPC20000A200031,C35-0050125010
01135B2D7CNC20000A200031,C35-0075125010
01135B2D7CMC20000A200031,C35-0100125010
01135B2D7CLC20000A200031,C35-0125125010
01135B2D7CKC20000A200031,C35-0150125010
01135B2D7CJC20000A200031,C35-0175125010
01135B2D7CHC20000A200031,C35-0200125010
01135B2D7CGC20000A200031,C35-0225125010
01135B2D7CFC20000A200031,C35-0250125010
01135B2D7CEC20000A200031,C35-0275125010
01135B2D7CDC20000A200031,C35-0300125010
01135B2D7CBC20000A200031,C35-0325125010
01135B2D7CAC20000A200031,C35-0350125010
01135B2D7BZC20000A200031,C35-0375125010
01135B2D7BYC20000A200031,C35-0400125010
01135B2D7BXC20000A200031,C35-0425125010
01135B2D7BWC20000A200031,C35-0450125010
01135B2D7BVC20000A200031,C35-0475125010
01135B2D7BUC20000A200031,C35-0500125010
01135B2D7BTC20000A200031,C35-0525125010
01135B2D7BSC20000A200031,C35-0550125010
01135B2D7BRC20000A200031,C35-0575125010
01135B2D7BQC20000A200031,C35-0600125010
01135B2D7BNC20000A200031,C35-0650125010
01135B2D7BLC20000A200031,C35-0700125010
01135B2D7BJC20000A200031,C35-0750125010
01135B2D7BGC20000A200031,C35-0800125010
01135B2D7BEC20000A200031,C35-0850125010
01135B2D7BCC20000A200031,C35-0900125010
01135B2D7CRC30000A200031,C35-0000175010
01135B2D7CQC30000A200031,C35-0025175010
01135B2D7CPC30000A200031,C35-0050175010
01135B2D7CNC30000A200031,C35-0075175010
01135B2D7CMC30000A200031,C35-0100175010
01135B2D7CLC30000A200031,C35-0125175010
01135B2D7CKC30000A200031,C35-0150175010
01135B2D7CJC30000A200031,C35-0175175010
01135B2D7CHC30000A200031,C35-0200175010
